occupation
able seaman
tamping-machine operator
tank and amphibian tractor operations chief
tank assembler
tank builder and erector
tank calibrator
tank cleaner
tank crewmember
tank erector
tank pumper, panelboard
tank setter
tank tender
tank-car inspector
tank-farm attendant
tank-house operator
tank-house-operator helper
tank-setter helper
tank-truck driver
tankage supervisor
tanker
tankroom tender
tanner, rotary drum, continuous process
tanning-drum operator
tanning-solution maker
tap-and-die-maker technician
tape coater
tape librarian
tape stringer
tape-fastener-machine operator
tape-folding-machine operator
tape-making-machine operator
tape-recorder repairer
taper
taper operator
taper, machine
taper, printed circuit layout
tapper
tapper ii
tapper operator
tapper supervisor
tapper, balance-wheel screw hole
tapper, bit
tapper, hand
tapper, shank
taproom attendant
tare weigher
target aircraft technician
target trimmer
targeteer
tariff inspector
tarring-machine operator
tassel-making-machine operator
taster
tattoo artist
tax attorney
tax clerk
tax preparer
taxi driver
taxi servicer
taxicab coordinator
taxicab starter
taximeter repairer
teacher
teacher aide i
teacher aide ii
teacher, adult education
teacher, adventure education
teacher, art
teacher, drama
teacher, elementary school
teacher, emotionally impaired
teacher, hearing impaired
teacher, industrial arts
teacher, kindergarten
teacher, learning disabled
teacher, mentally impaired
teacher, music
teacher, physically impaired
teacher, preschool
teacher, resource
teacher, secondary school
teacher, visually impaired
teacher, vocational training
teamster
technical coordinator
technical director, chemical plant
technical illustrator
technical operator
technical support specialist
technical training coordinator
technician, plant and maintenance
technician, semiconductor development
technician, submarine cable equipment
telecommunicator
telegraph-plant maintainer
telegraph-service rater
telegrapher
telegrapher agent
telegraphic-typewriter operator
telephone clerk, telegraph office
telephone operator
telephone operator, chief
telephone quotation clerk
telephone solicitor
telephone-answering-service operator
telephone-directory deliverer
telephone-directory-distributor driver
television installer
television-and-radio repairer
teller
teller, head
teller, vault
temperature inspector
temperature regulator, pyrometer
temperature-control inspector
temperer
template cutter
template maker
template maker, extrusion die
template maker, track
template reproduction technician
tennis-ball coverer, hand
tennis-ball-cover cementer
tenoner operator
tensioning-machine operator
tenter-frame operator
terminal-makeup operator
terrazzo finisher
terrazzo worker
terrazzo-tile maker
terrazzo-worker apprentice
test driver i
test driver ii
test engineer, agricultural equipment
test engineer, marine equipment
test engineer, mechanical equipment
test engineer, mining-and-oil-field equipment
test engineer, nuclear equipment
test equipment mechanic
test fixture assembler
test fixture designer
test preparer
test technician
test technician, semiconductor processing equipment
test worker
test-department helper
test-desk supervisor
test-engine evaluator
test-engine operator
test-skein winder
tester
tester and inspector, lamps
tester operator
tester, compressed gases
tester, convertible sofa bedspring
tester, electrical continuity
tester, electronic scale
tester, motors and controls
tester, regulator
tester, rocket motor
tester, semiconductor packages
tester, semiconductor wafers
tester, sound
tester, wafer substrate
tester, waste disposal leakage
tester-operator helper
testing and analysis department supervisor
testing-and-regulating technician
testing-machine operator
tetryl-dissolver operator
tetryl-screen operator
texturing-machine fixer
thaw-shed heater tender
thermal cutter, hand i
thermal cutter, hand ii
thermal molder
thermal-cutting-machine operator
thermal-surfacing-machine operator
thermometer maker
thermometer production worker
thermometer tester
thermoscrew operator
thermostat repairer
thermostat-assembly-machine-tender, automatic
thickener operator
thinner
third dry-cell-assembling-machine tender
third helper
third-rail installer
thrasher feeder
thread cutter
thread inspector
thread laster
thread marker
thread separator
thread winder, automatic
thread-cutter tender
thread-milling-machine set-up operator
thread-pulling-machine attendant
threader
threading-machine feeder, automatic i
threading-machine operator
threading-machine setter
threading-machine tender
thresher, broomcorn
threshing-machine operator
thrill performer
throw-out clerk
thrower
ticket agent
ticket broker
ticket marker
ticket printer and tagger
ticket puller
ticket scheduler
ticket seller
ticket taker
ticket taker, ferryboat
ticket worker
ticket-chopper assembler
ticket-dispenser changer
ticketer
ticketing clerk
tie binder
tie inspector
tie presser
tie-up worker
tier
tier-and-detonator
tightening-machine operator
tile decorator
tile finisher
tile grinder
tile setter
tile setter apprentice
tile shader
tile sorter
tile-conduit layer
tile-power-shear operator
timber framer
timber packer
timber-framer helper
timber-sizer operator
time-study engineer
timekeeper
timing adjuster
tin recovery worker
tin roller, hot mill
tin stacker
tin-container straightener
tin-whiz-machine operator
tinning-equipment tender
tinning-machine set-up operator
tinsel-machine operator
tinter
tip bander
tip finisher
tip inserter
tip printer
tip stretcher
tip-length checker
tip-out worker
tipper
tipping-machine operator
tipple operator
tipple tender
tire adjuster
tire balancer
tire buffer
tire builder
tire builder, automobile
tire classifier
tire groover
tire inspector
tire molder
tire mounter
tire recapper
tire repairer
tire setter
tire sorter
tire technician
tire trimmer, hand
tire vulcanizer
tire-bladder maker
tire-fabric-impregnating-range operator, chief
tire-regrooving-machine operator
tire-service supervisor
title attorney
title clerk
title examiner
title searcher
title supervisor
tnt-line supervisor
tobacco blender
tobacco curer
tobacco-cloth reclaimer
tobacco-drier operator
tobacco-packing-machine operator
tobacco-sample puller
tobacco-warehouse agent
toe former, stitchdowns
toe laster, automatic
toe puncher
toe-closing-machine tender
toggle-press folder-and-feeder
toll collector
tone cabinet assembler
tone regulator
tongue presser
tongue-and-groove-machine operator
tonnage-compilation clerk
tool and fixture repairer
tool builder
tool design checker
tool designer
tool dresser
tool filer
tool grinder i
tool grinder ii
tool maker
tool maker, bench
tool planner
tool programmer, numerical control
tool pusher
tool repairer
tool-and-die maker
tool-and-die supervisor
tool-and-die-maker apprentice
tool-and-equipment-rental clerk
tool-crib attendant
tool-crib supervisor
tool-designer apprentice
tool-grinder operator
tool-machine set-up operator
tool-maintenance worker
tool-maker apprentice
tooth clerk
tooth cutter
tooth cutter, escape wheel
tooth inspector
tooth polisher
top former
top polisher
top screw
top-dyeing-machine loader
top-hat-body maker
top-precipitator operator
top-precipitator-operator helper
topper
topstitcher, lockstitch
topstitcher, zigzag
torch-straightener-and heater
torque tester
torsion spring coiling machine setter
touch-up carver
touch-up painter, hand
touch-up screener, printed circuit board assembly
tourist-information assistant
tow-truck operator
towel inspector
towel-cabinet repairer
tower attendant
tower erector
tower erector helper
tower helper
tower operator
tower-crane operator
tower-excavator operator
tower-loader operator
town clerk
toxicologist
toy assembler
toy-electric-train repairer
tracer
tracer-bullet-charging-machine operator
tracer-bullet-section supervisor
tracer-powder blender
track laminating machine tender
track oiler
track repairer
track supervisor
track-laying supervisor
track-moving-machine operator
track-surfacing-machine operator
trackmobile operator
tractor mechanic
tractor operator
tractor-crane operator
tractor-mechanic helper
tractor-trailer-truck driver
trade marker
traffic agent
traffic checker
traffic clerk
traffic lieutenant
traffic sergeant
traffic-maintenance supervisor
traffic-rate clerk
trailer assembler i
trailer assembler ii
trailer-rental clerk
train clerk
train dispatcher, assistant chief
training representative
training technician
transcribing-machine operator
transfer clerk
transfer clerk, head
transfer controller
transfer operator
transfer-and-pumphouse operator, chief
transfer-car operator
transfer-car operator, drier
transfer-machine operator
transfer-table operator
transfer-table operator helper
transferrer
transformer assembler i
transformer assembler ii
transformer assembly supervisor
transformer repairer
transformer shop supervisor
transformer tester
transformer-stock clerk
translator
transmission mechanic
transmission tester
transmission-and-protection engineer
transplant coordinator
transplanter, orchid
transportation agent
transportation engineer
transportation inspector
transportation-equipment-maintenance worker
transporter, patients
trapper, animal
trapper, bird
travel agent
travel clerk
travel counselor, automobile club
traveler changer
traverse-rod assembler
trawl net maker
tray drier
tray filler
tray-casting-machine operator
tray-drier operator
treasurer
treater
treater helper
treating engineer
treating inspector
treating-engineer helper
treating-plant operator
treating-plant supervisor
treatment-plant mechanic
tree cutter
tree driller
tree planter
tree pruner
tree surgeon
tree trimmer
tree-shear operator
tree-surgeon helper ii
tree-trimmer helper
trim attacher
trim-machine adjuster
trim-machine operator
trim-stencil maker
trimmer
trimmer helper
trimmer operator
trimmer sawyer
trimmer, hand
trimmer, machine
